,num,ssim_score,ssim_array
0,65,0.9992613598261971,"[[0.9997807  0.9997836  0.9998113  ... 1.         1.         1.        ]
 [0.99978    0.9997821  0.99980915 ... 1.         1.         1.        ]
 [0.99979067 0.99979264 0.9998179  ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 0.9996312  0.9996332  0.9996373 ]
 [1.         1.         1.         ... 0.99961084 0.9996122  0.9996165 ]
 [1.         1.         1.         ... 0.99960226 0.99960357 0.9996079 ]]"
0,66,0.9980903291015742,"[[0.99999714 0.999997   0.999997   ... 1.         1.         1.        ]
 [0.99999714 0.9999969  0.9999969  ... 1.         1.         1.        ]
 [0.99999726 0.999997   0.999997   ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 0.9998026  0.99980116 0.99980193]
 [1.         1.         1.         ... 0.99979305 0.99979144 0.9997921 ]
 [1.         1.         1.         ... 0.9997906  0.99978894 0.99978966]]"
0,67,0.9611864780322399,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,68,0.9867517409240957,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,69,0.9999718655982313,"[[0.9999997  0.9999997  0.9999997  ... 1.         1.         1.        ]
 [0.9999997  0.9999997  0.9999997  ... 1.         1.         1.        ]
 [0.9999997  0.9999997  0.9999997  ... 1.         1.         1.        ]
 ...
 [0.99998945 0.9999754  0.9999706  ... 0.99999934 0.99999934 0.99999934]
 [0.99998933 0.99997514 0.9999703  ... 0.99999934 0.99999934 0.99999934]
 [0.99998945 0.99997514 0.9999703  ... 0.99999934 0.99999934 0.99999934]]"
0,70,0.9549196449819303,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,71,0.945055537569224,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,72,0.9815521500619906,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,73,0.9999577442889188,"[[0.9996469  0.9996513  0.9996967  ... 1.         1.         1.        ]
 [0.9996458  0.99964917 0.99969345 ... 1.         1.         1.        ]
 [0.9996644  0.9996678  0.9997089  ... 1.         1.         1.        ]
 ...
 [0.999999   0.99999565 0.99999446 ... 0.9998036  0.99980235 0.999803  ]
 [0.999999   0.99999565 0.99999446 ... 0.99979424 0.9997926  0.9997933 ]
 [0.999999   0.99999565 0.99999446 ... 0.99979186 0.99979013 0.99979085]]"
0,74,0.9792894124298361,"[[0.99999976 0.99999976 0.99999976 ... 1.         1.         1.        ]
 [0.99999976 0.99999976 0.99999976 ... 1.         1.         1.        ]
 [0.99999976 0.99999976 0.9999998  ... 1.         1.         1.        ]
 ...
 [0.99999976 0.9999995  0.9999995  ... 1.         1.         1.        ]
 [0.99999976 0.9999995  0.9999995  ... 1.         1.         1.        ]
 [0.99999976 0.9999995  0.9999995  ... 1.         1.         1.        ]]"
0,75,0.9999758019517729,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         0.9999998  0.9999998  ... 0.9999436  0.9999424  0.9999423 ]
 [1.         0.9999998  0.9999998  ... 0.999942   0.9999408  0.99994063]
 [1.         0.9999998  0.9999998  ... 0.9999419  0.99994063 0.9999404 ]]"
0,76,0.9992278398405073,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 0.99999094 0.9999907  0.9999907 ]
 [1.         1.         1.         ... 0.9999907  0.99999046 0.99999046]
 [1.         1.         1.         ... 0.9999907  0.99999046 0.99999046]]"
0,77,0.9886116933031039,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,78,0.9999877960802971,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         0.99999946 0.9999993  ... 0.99952835 0.999546   0.9995555 ]
 [1.         0.99999946 0.9999993  ... 0.99950564 0.99952364 0.99953365]
 [1.         0.99999946 0.9999993  ... 0.9994947  0.9995129  0.9995228 ]]"
0,79,0.9979918658836842,"[[0.99998885 0.99998873 0.9999893  ... 1.         1.         1.        ]
 [0.99998885 0.99998873 0.9999892  ... 1.         1.         1.        ]
 [0.9999891  0.99998885 0.9999895  ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]]"
0,80,0.9653109593688485,"[[0.999999   0.99999887 0.9999988  ... 0.9999705  0.9999739  0.9999745 ]
 [0.999999   0.99999887 0.99999887 ... 0.9999705  0.99997395 0.9999744 ]
 [0.999999   0.99999887 0.99999887 ... 0.99997145 0.9999748  0.99997544]
 ...
 [0.99999905 0.9999974  0.9999969  ... 0.9999998  0.9999998  0.9999998 ]
 [0.99999905 0.9999974  0.9999969  ... 0.9999998  0.9999998  0.9999998 ]
 [0.99999905 0.9999974  0.9999969  ... 0.9999998  0.9999998  0.9999998 ]]"
0,81,0.8688515696674672,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 0.99998975 0.99998945 0.99998933]
 [1.         1.         1.         ... 0.99998933 0.9999891  0.99998903]
 [1.         1.         1.         ... 0.99998933 0.99998903 0.99998903]]"
0,82,0.9636603903431105,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,83,0.995880455833488,"[[0.9999996  0.9999996  0.9999997  ... 1.         1.         1.        ]
 [0.9999996  0.9999996  0.9999997  ... 1.         1.         1.        ]
 [0.9999996  0.9999996  0.9999997  ... 1.         1.         1.        ]
 ...
 [0.99992037 0.9998873  0.99987906 ... 0.99952835 0.999546   0.9995555 ]
 [0.99991876 0.9998853  0.99987704 ... 0.99950564 0.99952364 0.99953365]
 [0.99991894 0.99988544 0.9998771  ... 0.9994947  0.9995129  0.9995228 ]]"
0,84,0.9762537829887681,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,85,0.9798207644059075,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,86,0.9968480624717293,"[[0.99999946 0.99999946 0.99999946 ... 0.9999991  0.9999991  0.99999905]
 [0.99999946 0.99999946 0.99999946 ... 0.9999991  0.9999991  0.99999905]
 [0.99999946 0.99999946 0.99999946 ... 0.9999991  0.9999991  0.9999991 ]
 ...
 [1.         0.99999976 0.9999997  ... 0.99999607 0.99999607 0.99999607]
 [1.         0.99999976 0.9999997  ... 0.9999961  0.99999607 0.99999595]
 [1.         0.99999976 0.9999997  ... 0.9999961  0.99999607 0.99999595]]"
0,87,0.9999670174210229,"[[0.9999839  0.999984   0.9999859  ... 1.         1.         1.        ]
 [0.9999838  0.99998397 0.9999858  ... 1.         1.         1.        ]
 [0.99998444 0.9999845  0.9999863  ... 1.         1.         1.        ]
 ...
 [0.99982005 0.99977314 0.9997665  ... 0.99952835 0.999546   0.9995555 ]
 [0.99981606 0.9997681  0.9997615  ... 0.99950564 0.99952364 0.99953365]
 [0.9998163  0.99976844 0.9997619  ... 0.9994947  0.9995129  0.9995228 ]]"
0,88,0.9393764427101895,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,89,0.9829025262216601,"[[1.         1.         1.         ... 0.9999997  0.9999997  0.9999997 ]
 [1.         1.         1.         ... 0.9999997  0.9999997  0.9999997 ]
 [1.         1.         1.         ... 0.9999997  0.9999997  0.9999997 ]
 ...
 [1.         1.         1.         ... 0.9999968  0.9999968  0.9999968 ]
 [1.         1.         1.         ... 0.99999666 0.99999666 0.99999666]
 [1.         1.         1.         ... 0.99999666 0.9999966  0.9999966 ]]"
0,90,0.9665594837014261,"[[1.         1.         1.         ... 0.9999998  0.9999998  0.9999998 ]
 [1.         1.         1.         ... 0.9999998  0.9999998  0.9999998 ]
 [1.         1.         1.         ... 0.9999998  0.9999998  0.9999998 ]
 ...
 [0.999952   0.9999248  0.99991673 ... 0.9999939  0.99999386 0.99999386]
 [0.9999511  0.9999236  0.9999155  ... 0.99999386 0.9999937  0.9999937 ]
 [0.9999512  0.99992365 0.99991554 ... 0.99999374 0.9999937  0.9999937 ]]"
0,91,0.9018548307086631,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [0.9999925  0.9999794  0.9999762  ... 0.9999955  0.9999956  0.9999956 ]
 [0.99999243 0.9999793  0.99997616 ... 0.9999954  0.9999955  0.9999955 ]
 [0.99999243 0.9999793  0.99997616 ... 0.9999954  0.9999954  0.9999954 ]]"
0,92,0.9764387577748177,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,93,0.999967286363388,"[[0.9998578  0.9998596  0.9998771  ... 1.         1.         1.        ]
 [0.9998572  0.9998584  0.99987525 ... 1.         1.         1.        ]
 [0.9998632  0.99986416 0.9998797  ... 1.         1.         1.        ]
 ...
 [0.99999    0.99997616 0.99997157 ... 0.99952835 0.999546   0.9995555 ]
 [0.9999898  0.999976   0.99997145 ... 0.99950564 0.99952364 0.99953365]
 [0.9999898  0.999976   0.99997145 ... 0.9994947  0.9995129  0.9995228 ]]"
0,94,0.9872094692655898,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [1.         1.         1.         ... 0.99961406 0.9995922  0.9995893 ]
 [1.         1.         1.         ... 0.99959666 0.99957275 0.9995698 ]
 [1.         1.         1.         ... 0.9995877  0.99956316 0.99956   ]]"
0,95,0.9821929491370909,"[[1.        1.        1.        ... 1.        1.        1.       ]
 [1.        1.        1.        ... 1.        1.        1.       ]
 [1.        1.        1.        ... 1.        1.        1.       ]
 ...
 [1.        1.        1.        ... 0.9999995 0.9999995 0.9999995]
 [1.        1.        1.        ... 0.9999995 0.9999995 0.9999995]
 [1.        1.        1.        ... 0.9999995 0.9999995 0.9999995]]"
0,96,0.967908679804727,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [0.99999994 0.99999976 0.99999976 ... 1.         1.         1.        ]
 [0.99999994 0.99999976 0.99999976 ... 1.         1.         1.        ]
 [0.99999994 0.99999976 0.99999976 ... 1.         1.         1.        ]]"
0,97,0.9494627627774995,"[[1.         1.         1.         ... 0.9999998  0.9999998  0.9999998 ]
 [1.         1.         1.         ... 0.9999998  0.9999998  0.9999998 ]
 [1.         1.         1.         ... 0.9999998  0.9999998  0.9999998 ]
 ...
 [0.9999635  0.9999581  0.99995744 ... 0.9999948  0.9999948  0.9999948 ]
 [0.999963   0.9999574  0.99995685 ... 0.9999947  0.9999947  0.9999947 ]
 [0.99996305 0.9999575  0.99995685 ... 0.9999947  0.99999464 0.99999464]]"
0,98,0.9760472061695432,"[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]"
0,99,0.9227222266435003,"[[1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 [1.         1.         1.         ... 1.         1.         1.        ]
 ...
 [0.99999946 0.99999946 0.9999995  ... 0.9999998  0.9999998  0.9999998 ]
 [0.99999946 0.99999946 0.9999995  ... 0.9999998  0.9999998  0.9999998 ]
 [0.99999946 0.99999946 0.9999995  ... 0.9999998  0.9999998  0.9999998 ]]"
