Voltage,Current,Power
-0.4290472469219672,8.19578394376588,-3.516378537440014
-0.42901264594289984,8.195781562235013,-3.516093933584476
-0.42897832080714293,8.195779084708862,-3.5158115494647104
-0.42894433854007225,8.195776615905094,-3.5155319793316027
-0.4289107853842385,8.19577408931187,-3.5152559014785463
-0.42887749743499426,8.195771574145446,-3.5149820022683627
-0.42884445154907463,8.195768968564396,-3.5147100483469234
-0.4288116064065384,8.195766137288475,-3.5144396430629814
-0.4287791552161666,8.195763354263706,-3.5141724873928077
-0.42874698577937725,8.19576055293772,-3.51390763324157
-0.4287152008615733,8.195757700636216,-3.5136459088410414
-0.4286836531414749,8.195754798340399,-3.513386107204334
-0.4286523553817185,8.1957519155478,-3.513128362723796
-0.4286213027347349,8.195748848020434,-3.5128725481252214
-0.4285905787894726,8.195745700307555,-3.5126193933061463
-0.4285603215368157,8.195742472851109,-3.5123700293980082
-0.428530004577697,8.195739235530633,-3.512120172119553
-0.4284999995889978,8.195736058849,-3.511872897848331
-0.42847024768974373,8.195732774063801,-3.5116276517020673
-0.42844070745237534,8.195729555043194,-3.5113841686510474
-0.42841149794034106,8.195726196277372,-3.5111433364560827
-0.42838246888689363,8.195722766987009,-3.510903953234418
-0.4283534172414165,8.195719270121012,-3.5106643561076636
-0.42832491174932147,8.195715809763636,-3.510429250939528
-0.42829640809539615,8.195712284668636,-3.5101941333068893
-0.42826827593032224,8.195708764334823,-3.509962062528706
-0.42824029028079963,8.195705318300947,-3.509731224565091
-0.42821240879955785,8.195701812364927,-3.5095012148756872
-0.4281847706687851,8.195698111342395,-3.5092731162757382
-0.42815738711918105,8.195694524876243,-3.5090471533979906
-0.42813008920667334,8.195690883222746,-3.5088218689444735
-0.4281029042243505,8.195687256329256,-3.5085975165490533
-0.4280757873366956,8.195683577285516,-3.508373700108923
-0.4280488211127569,8.195679881709502,-3.5081511115832913
-0.4280221968487144,8.195676171175696,-3.507931319447282
-0.42799562028000143,8.1956724124967,-3.5077118977982207
-0.42796902823340616,8.19566867621136,-3.507492359081142
-0.4279426446960833,8.195664931004803,-3.5072745256171385
-0.4279163179010393,8.195661212543483,-3.507057168835974
-0.427890273563824,8.195657419176426,-3.5068420951267845
-0.4278643975754813,8.195653586902043,-3.506628384697175
-0.4278383035023994,8.195649854802324,-3.506412929978312
-0.42781230324111236,8.195646121820483,-3.5061982439251107
-0.42778631712673015,8.195642355229891,-3.505983659631636
-0.4277606409587398,8.19563859037367,-3.5057716164844237
-0.4277348895727477,8.19563472561827,-3.5055589143409067
-0.42770921439711423,8.195630968194148,-3.50534688289498
-0.42768322918183205,8.195627182585232,-3.5051322986184523
-0.42765749760898264,8.195623473653093,-3.5049198260879195
-0.4276319034080906,8.195619776022282,-3.5047084844293974
-0.42760640265639344,8.19561615877454,-3.5044979432061902
-0.42758067919106924,8.195612452625676,-3.5042855388804712
-0.42755468620787146,8.19560872755614,-3.5040709177927583
-0.4275288260718499,8.195605155613057,-3.503857451127651
-0.42750303612216517,8.19560146480407,-3.5036445090510044
-0.4274774136918198,8.195597894987003,-3.5034329918071667
-0.4274514994477882,8.195594344844467,-3.503219091569581
-0.4274254083813703,8.195590815831073,-3.503003751383204
-0.427399184102097,8.19558734334396,-3.5027873437826806
-0.42737292374145724,8.195583930668276,-3.5025706662182055
-0.4273467969379278,8.195580374038416,-3.5023550218926616
-0.4273205238932667,8.195576913004517,-3.5021382200726516
-0.4272938239556546,8.195573548942065,-3.50191796123727
-0.4272671353814799,8.195570146881488,-3.5016977794760282
-0.4272401250702839,8.195566776518753,-3.5014749746217357
-0.42721333692881885,8.195563507074944,-3.5012540338695404
-0.4271863280487113,8.195560100659733,-3.5010312257033585
-0.4271590157474918,8.195557003946815,-3.5008060633083846
