Voltage,Current,Power
-0.33039327532432783,8.218067182897336,-2.715194133392823
-0.3303550487304681,8.218068193646852,-2.714880318582516
-0.3303167664300413,8.218069144717473,-2.714566026181571
-0.33027921313200964,8.218069999201312,-2.7142576927999844
-0.33024210014653216,8.218071065626686,-2.7139530478660063
-0.3302053733089682,8.218072069268025,-2.7136515555126532
-0.33016866991239785,8.218073145051449,-2.713350279544433
-0.3301323257328342,8.218074120930503,-2.7130519225876037
-0.330096176994325,8.218075098830893,-2.7127551723763372
-0.33006077496936853,8.21807614706477,-2.7124645818574797
-0.3300254352233971,8.218077229785697,-2.712174514459514
-0.32999067437500684,8.218078276447292,-2.711889192511436
-0.32995586019983514,8.21807921842649,-2.7116033977063014
-0.329921346259424,8.218080191645784,-2.7113200804956823
-0.329887289606611,8.218081194358698,-2.7110405309740515
-0.32985368707025325,8.21808215671277,-2.710764700037966
-0.3298202467773495,8.218083146101458,-2.7104902112839597
-0.32978685570486127,8.218084025488771,-2.7102160906842907
-0.3297539200611,8.21808486271944,-2.7099456988765223
-0.32972143444255225,8.218085861642798,-2.7096790586729216
-0.32968937761994493,8.218086746953414,-2.7094159048297892
-0.3296572593659122,8.218087654334825,-2.709152253356857
-0.32962510842473486,8.218088479947896,-2.70888830624689
-0.3295935271333276,8.218089187489722,-2.7086290016010004
-0.32956251090376887,8.218090118924499,-2.7083744144262103
-0.32953158989110026,8.2180910682441,-2.708120615588329
-0.32950057705765745,8.218091794393812,-2.707865988565561
-0.3294696787646709,8.218092569856555,-2.7076123190489683
-0.3294395868674242,8.218093359978619,-2.7073652813492783
-0.3294096148742327,8.218093993248933,-2.7071191773163763
-0.32937972116948944,8.218094707686733,-2.706873743362313
-0.32934968201565895,8.2180954676364,-2.7066271290403767
-0.32932025690674327,8.218096169734615,-2.706385541901326
-0.3292908809637786,8.218096779501897,-2.7061443283677717
-0.32926178456682403,8.21809743213076,-2.705905426247408
-0.3292328728204436,8.218098023112747,-2.705668021269418
-0.3292039191329628,8.21809855110423,-2.705430250844436
-0.3291751449903266,8.218099015636081,-2.705193935016867
-0.3291466847905772,8.218099484468352,-2.7049602005919096
-0.32911812154130143,8.21810002535995,-2.7047256429849886
-0.32909027233223503,8.21810046741741,-2.704496920876063
-0.3290619611281849,8.218100980027918,-2.704264425237445
-0.32903391101360296,8.218101322716702,-2.7040340193195402
-0.3290059148054571,8.218101733692706,-2.7038040788578814
-0.32897821662505006,8.218102109375659,-2.7035765759849664
-0.3289506661189561,8.218102380940914,-2.703350252444293
-0.3289229454651948,8.2181027525034,-2.703122563489043
-0.32889509430632263,8.218103051887004,-2.702893778269454
-0.32886769451799563,8.218103209709822,-2.702668655888209
-0.32884025499993774,8.2181033621314,-2.702443205219135
-0.32881301663674284,8.218103440039203,-2.7022193831520838
-0.3287851428048573,8.218103511653458,-2.701990336664082
-0.32875774956737813,8.218103576192197,-2.701765237420569
-0.3287304150388595,8.218103564653523,-2.701540595640884
-0.3287029869899704,8.218103544765668,-2.701315182557339
-0.32867543766049195,8.218103379630247,-2.7010887250391393
-0.3286477729233545,8.218103205384685,-2.7008613161039574
-0.3286202270902843,8.218103055202704,-2.7006348922520718
-0.3285925201552793,8.218102859922672,-2.700407129637299
-0.3285647158800307,8.218102619043266,-2.7001785520988872
-0.3285369468438204,8.218102298085055,-2.699950237863048
-0.32850900058367216,8.218101930647975,-2.699720451931913
-0.32848084431908914,8.218101550192463,-2.6994889359072354
-0.3284526122096817,8.218101088198553,-2.6992567698220427
-0.32842447300383526,8.218100613556869,-2.69902536309991
-0.3283962171237493,8.218099987994888,-2.6987929480022506
-0.32836768778066977,8.21809945001676,-2.6985583143535976
-0.32833883535288394,8.218098760892074,-2.6983209759662823
-0.3283098455427229,8.218098092251736,-2.6980825153221133
-0.3282810653685194,8.218097374716232,-2.697845761474077
-0.32825167554687473,8.218096504501181,-2.6976039474084272
-0.32822237841696406,8.218095652598317,-2.697362901153932
-0.3281926054755832,8.218094785518138,-2.697117939704502
-0.32816273910019567,8.218093834480248,-2.696872182905468
-0.32813249692867147,8.218092833312818,-2.6966233213865554
-0.32810202747893036,8.218091678611705,-2.6963725417602267
-0.32807131592457817,8.218090575156761,-2.6961197893790523
-0.3280403677436228,8.218089455701634,-2.6958650871983525
-0.32800899144139606,8.218088321841515,-2.6956068620235505
-0.3279774258457021,8.218087071400014,-2.695347043053621
-0.3279452273414681,8.218085910197892,-2.6950820521315637
-0.32791309988514744,8.21808459883456,-2.694817595922229
-0.32788040221904213,8.218083205282108,-2.6945484268174527
-0.3278474268775073,8.218081762431778,-2.6942769596822287
-0.32781383946998793,8.218080168911955,-2.694000413243195
-0.3277800568340536,8.218078665497542,-2.6937222920435073
-0.327745902548144,8.218077081258658,-2.693441090207336
-0.3277112719575223,8.218075416416674,-2.693155947756753
-0.32767604809836914,8.218073842023637,-2.6928659595348865
-0.3276405606296639,8.21807211862216,-2.692573756240374
-0.32760459774892436,8.2180704181406,-2.692277653607286
-0.3275683419615308,8.21806863849085,-2.6919791180365027
-0.32753138717605773,8.218066779798392,-2.691674812292845
-0.327494063977943,8.218064910689458,-2.691367475636222
-0.3274558757299599,8.218062929540727,-2.6910529933966783
-0.3274175051223133,8.218061077332916,-2.6907370548831335
-0.32737834963340484,8.218059080377026,-2.6904146189236475
-0.3273389542041157,8.218057007373954,-2.690090186383595
-0.3272989485168175,8.218054893395548,-2.68976072546185
-0.3272582288845656,8.218052738709174,-2.689425384149918
-0.3272164586235118,8.218050543726369,-2.6890813957071678
